Id,SalePrice
600,113488.0447481659
488,186336.0750747088
1725,339087.1265075402
2246,264869.05510479637
2847,170210.97090275318
806,253968.97682573466
530,218539.51717736712
963,189004.3064407775
2678,93049.21861847279
171,89793.31430127757
2401,466514.504694119
805,223156.3985888652
2259,205760.38214365928
1748,201221.8290555947
1361,129444.50519755307
1677,127980.08957378635
1406,164056.27006497738
2322,243557.22786509624
688,148037.970867152
143,128914.42733395498
804,204121.75422179856
1214,162932.78373662592
2828,160917.93663682524
1999,191289.22680161372
2467,191955.14514243297
2665,146797.82624493947
1538,361807.8376960095
398,108602.73487510228
2822,122348.45745116942
2157,153896.78219280465
1856,171796.6996363614
1269,114701.49547983697
2570,115882.19222966442
2320,250783.65961142993
1517,108106.84381538411
2304,111621.8736218296
1312,113830.57275716128
2012,128973.87299429478
506,221322.4760450583
2865,160849.7333293973
2367,119234.86695419539
554,104292.9940497646
238,121541.76816841896
1954,114711.78620130788
2488,155596.8600261586
2291,106469.0014562397
1969,101320.78071212504
2725,154234.68756618383
1482,167089.61871261706
2763,199282.33189912105
503,226990.74899836438
1584,256399.82961285586
1531,131397.9703413217
2210,156054.55935580193
459,353106.7202514033
556,125819.38600567824
1347,120244.07984680547
1290,95424.6273378408
1388,104135.29324373182
1571,209292.5939186224
2754,206327.43208500868
765,139458.42994828496
2494,119858.9077599182
2870,178027.31779451735
7,215643.8374346122
1114,239266.45834595722
2418,293337.5810379523
291,113876.72860969875
18,360451.0634777534
39,401030.0783400568
1001,254493.05140246186
2442,229550.7457194367
616,122735.07484028065
2680,77861.11920436917
1414,103439.84431868614
289,119541.64336050015
40,253730.28829236963
860,130865.48723757177
409,147288.88945961496
673,137819.41668003442
2427,192802.5939824439
2036,215545.52852488242
2564,138701.50007357378
642,149344.04827347805
1008,169632.1599296574
1908,137325.4705515956
2519,240453.07364282294
1369,97630.88252758991
2855,144987.6131828792
712,94813.9328520404
1943,105770.81279970313
1958,125763.02851389872
107,189519.00130189722
2295,199186.2686927675
704,94003.36402162767
676,121998.25791790613
259,178776.1012412419
93,287661.8894732492
106,248978.9063747593
2315,180729.60831175148
1050,113378.10317452725
1095,216645.13553238043
2709,142561.61879196452
758,135452.18047608633
1496,164578.0101697013
2370,129531.23038934683
2458,278819.1251995649
2733,136768.0819778569
161,263909.14022315067
726,167362.3229553352
845,204741.33729758253
947,263453.2316945798
2232,106750.28493807832
2563,131104.9285545751
2299,121955.32915243578
211,91716.08731912251
605,149985.95886522814
1478,216029.6897694384
2247,263989.81165049877
2274,185170.4168501363
2869,178255.07713720697
967,212570.7257632417
2656,107832.79932400756
667,192778.61663946655
1042,126608.66579838248
2023,156033.41255110153
2447,424566.88005320553
2055,130564.26676422443
2275,288847.3306451211
2204,148400.68013028317
1563,271092.5758530628
483,213619.60335354944
796,126082.87313992575
1526,128491.18867958443
2042,135241.48960143566
442,379639.0902479323
1693,351377.31150434137
1468,212733.57580487782
1430,187918.18243960556
2605,164962.3930232987
1529,192101.80928479196
335,124540.09234383193
1287,126192.4300596436
31,108477.47847316146
1785,275439.57634644076
82,153639.50240762404
2620,116494.44806369123
252,206691.43289204998
721,83484.94120158421
2165,179436.56672978986
2316,185066.57030539276
775,130337.64239359213
1558,85486.8749515338
17,214973.91128113132
1022,210011.6690480931
925,116614.71136158302
438,287212.6054925022
1270,132505.34858713445
1272,115403.24117205
215,132105.67019243023
266,222758.50280058803
2402,291946.0463484002
1250,118820.53850557398
1984,100335.13878198946
1279,139237.39055776232
377,245976.4772102792
1252,130218.85290015706
2156,256045.9481931411
499,305373.52600041236
1374,120848.12974565574
2898,217697.1178167187
401,111627.6442902374
2721,174860.39926263219
2078,227793.1396819465
2589,116832.65923284736
1946,187386.37019320266
1334,122211.74983285014
2781,235408.28747168515
431,447328.5739151047
576,228210.09712644535
1474,202390.59016736798
2254,140775.69149089657
2155,302457.7937808094
885,121509.66939576279
643,131253.56325725582
1944,124709.86446509007
480,212400.7536397179
2845,109025.37649890222
2387,331981.6331507211
2407,212878.7811604649
2527,160159.50628930854
2514,173405.2243666964
629,166901.97159679825
80,212514.02720089493
1876,135729.794856783
1546,129213.46322089323
2518,162917.22451983264
2347,164527.08512692727
783,208188.77795540035
1322,62895.22217930427
194,85712.14701087968
1770,268175.9813013655
2143,150512.88483549756
1229,213867.22142373116
511,272889.5739421695
46,231657.56061152674
1348,166208.4128250885
2465,191016.94215304672
387,238422.4569830904
873,211314.59213064067
1918,112250.86057918804
2764,254391.04887336376
2184,114004.93956094883
934,158803.6889691052
1920,131530.70057080497
2631,151086.11013069146
1768,698039.4981071912
2040,117751.22084383541
1749,223623.4437257789
834,216580.3151977523
1457,222603.07884155805
79,124787.6082543473
2302,123589.02381630632
1817,144544.58631966036
2755,234169.47128214996
359,182609.08712785662
2059,119884.77572333219
2092,241532.47804049094
2516,231978.69530149893
150,98035.56575880994
1656,148684.6074537158
83,96499.77405098136
2411,181720.14709617893
795,92811.36197240438
2312,222294.01915165986
2917,116891.09513262051
1624,180223.06629190128
2215,287259.6795464543
1211,149292.46111516887
1485,172176.54766812667
1024,160707.15407763358
570,179302.85536156897
2874,139815.8907481649
700,125822.47857879857
2756,213847.63031870738
2022,163848.8965934412
583,228720.02428453477
2392,421496.5444859227
2424,198183.00695528867
212,85262.94524200697
736,119182.44393580017
1610,178432.00927119478
890,110000.65534224937
467,187769.49779100934
578,227230.12709998954
1747,201283.0216581552
1149,162989.4995981421
2758,221604.05507632514
857,129948.59471139348
2219,256889.54885445756
733,100165.1069215142
2909,125859.91044436494
1798,268664.5711710563
235,111537.36702597409
2366,142168.60277849797
1027,129391.5571581546
1195,133698.9088577624
1303,62349.38007686104
148,170194.7256687059
608,149355.06380874623
2515,186534.80264380114
821,304289.78239138477
2500,253707.4161841415
745,106769.28193904107
741,109764.41627317364
1611,119985.13638019342
2532,123595.57473671818
1081,242202.75784938718
1692,476910.94012345443
2520,202995.20113885897
276,116819.92102393806
1992,130683.8297878457
663,58519.03359367184
418,137183.45834112156
1733,198601.9408413904
2359,146993.6072140887
253,180128.2721955395
1518,169353.9058823389
2035,129763.32018809035
2919,92075.91538571913
1540,233208.87501557803
2120,136163.8048528202
1674,183408.1313363828
256,146581.53917672456
2361,101521.83848138823
978,94881.20928247055
2280,151160.49853591248
2095,211014.78002674674
1709,342467.335976813
2801,243025.56470573583
1246,109524.68228649459
2373,123495.16552713371
1055,270470.198156101
2017,114635.92462592926
1099,237769.621628877
1344,112404.64856870679
835,171780.89393231343
1117,214609.98017239943
2043,97704.66272495729
2085,123222.43420497183
410,158354.4411584075
2650,106888.84141951964
2867,165338.06268366994
1668,116069.9475083166
1161,178075.36990785794
2122,171307.3039836996
2539,125337.79396691703
1047,141610.82568418403
1445,118908.43784821923
541,125127.52917198403
569,192995.48577193776
1276,127777.25821592996
918,143279.2177065564
326,157317.36505110087
1936,121007.38601714582
895,97715.14345680516
257,136849.81786775184
1241,186362.9932945526
1545,113739.68535658708
1189,172914.1183243457
270,158432.17180245524
2066,178236.02524013477
693,119185.44544321751
1259,139163.25758168328
2916,144110.48133594226
2321,270638.31239325285
1977,100143.69210717757
1895,148028.0594234043
1240,162634.02217698857
85,149742.7514093788
1823,107693.68580457848
825,294536.03752228443
110,218215.31206240098
697,127356.207872229
2297,106696.34969606625
1231,127790.37909318197
1355,130039.75420726386
968,356465.22041689005
584,236074.0839926063
1315,111369.53681817107
1606,137324.81913225577
206,106785.1904142711
1685,382522.674863101
2016,124935.18883669414
869,201449.7463632009
2135,128074.79054283502
2346,173653.5746117173
2430,239424.76493220543
2198,93505.87129572242
2652,119806.96478262094
27,113906.34476816436
241,175977.26747036737
906,128373.84678440889
1506,124229.63257758369
2098,363482.1706732653
1435,236749.14460155985
2213,136769.2843407316
1274,139674.57120501128
743,51080.525758298834
1737,202818.7400276826
2797,290860.8442428349
2185,82425.6498701485
58,196010.05474478402
830,193218.5512139378
808,122575.31151796546
680,149507.4377568717
1153,119751.95878147149
1291,131079.0395842097
1818,147924.58677849607
2161,196512.76503659913
1883,125715.5077080185
350,341993.9651478747
2473,141695.75896702992
295,165692.98971733364
293,188299.42614215077
859,130292.03833998938
288,75402.59839177153
1578,146594.0956423767
102,161319.4804367565
2831,162770.03289092515
1030,156787.34020403362
2551,127161.91833118789
1286,146372.09087759582
958,356028.7027984268
776,128908.47229545115
72,203982.36854786586
2263,274872.55201824714
1866,156589.68669861904
2876,74402.87293033862
2146,249350.9891656519
103,177931.76185247905
1500,163351.9564735927
492,180507.84857511672
167,141450.5488751316
2597,125895.20800408209
2685,101324.8831969523
1035,141700.1550880609
1220,81565.08357445961
2602,150956.4213875848
2159,210766.64365511786
695,162656.30064915484
1109,248429.32747461065
640,165308.3578472031
1652,154886.4762188005
2090,184701.00999660193
1188,180164.99886854354
2345,235418.27459200766
1059,469128.51533365715
2751,235964.6070629538
128,189704.00575819373
1523,165375.53844821197
2925,167583.68747449561
2145,275882.15693909145
1121,217748.4898470848
566,272765.8956917592
565,215987.92852782234
1331,117097.74067990496
2928,114501.56477230342
156,133509.32774574807
797,148775.24330619958
327,107441.90872401616
2859,136001.89276433087
1453,120227.78225934603
1762,341502.509260227
1868,211936.219502221
1760,189341.37889064517
1113,258317.50991911438
1812,187928.08980659733
117,154160.30060045855
1142,207098.9099140878
2342,415395.4493689035
927,116929.39096858475
2478,180632.11331011166
655,86684.65118708159
2064,122330.7409486549
369,237581.85015893122
2239,111727.21149271466
2732,221451.62484253597
1653,156758.72485963747
959,215225.54202762045
2395,386688.60542957386
1412,110718.99343588999
271,243752.96716182883
1484,166531.2399565175
1497,140870.4319130441
552,158348.5465083791
2,112195.13423533857
1855,281197.250580414
4,272786.4649653452
2292,166511.33974651305
134,129817.77404077999
646,98078.03887043164
42,333541.48905673163
532,232853.75944633453
713,100100.62538753351
2561,126196.54913995907
2360,143087.52507796107
1333,134645.4314825584
1407,181222.78882077592
2892,290215.12431291165
574,218257.7028864287
1227,184013.7580607299
2591,230166.81583246824
1476,203311.23664804627
1125,246779.05159115235
1446,121119.87706181944
408,117417.2138930885
1101,295316.27789202
2251,180014.98947829814
373,187459.01876898317
2554,119475.51938401535
2382,265718.0059936728
1985,86205.90361642529
519,224915.81940546064
1093,186975.1736577875
864,261540.37656558928
2889,148176.61944326432
2308,174697.75363364018
986,136024.349632617
1302,148157.86687576142
585,159862.19771344762
2708,146462.33339549482
147,132622.880624959
1441,230519.2740768591
383,178572.3694528018
285,149852.54542106524
181,101910.61009602046
358,166722.1187808645
780,153114.9885079793
258,208201.65247967013
1865,191885.75202118044
692,134799.35415065754
2902,355675.6075369552
508,250114.71532643106
2638,120752.63737671332
36,156854.56764258372
611,178802.54862511315
2281,123250.48699160315
1678,148278.90399915862
1696,496234.9795941731
1557,98407.76718391042
2180,146674.11951705936
1726,231293.0282194294
951,150918.6721059248
267,222568.1936724428
2706,131155.8507738906
2221,224540.295222434
1357,154750.59235321355
2901,319106.0720296799
347,188094.29576469524
2164,194477.43739170313
1586,319296.29160958546
360,164300.53272612658
1769,231292.1184195183
2617,154136.41664196295
1879,139753.55153251826
991,220560.4991450454
1535,106308.91919206137
1191,147244.34239927673
1579,209095.86464905614
1882,143809.2768349557
1510,116928.79127149502
2196,137606.83842841248
1845,170881.8069486434
2336,406818.6904507931
942,107894.5877193645
861,125537.69931101864
2555,102949.9759322562
1392,136820.8052554212
2099,252516.09903587846
1543,139740.21944144604
948,258412.25051707585
1239,151766.9734119905
22,201299.47482674
2796,210938.77183964744
2747,169828.60259214338
92,279876.9340296892
210,156321.6399465575
1858,234185.43147200719
2228,192613.9306379086
447,211021.10531942034
827,223991.76378090767
1649,206777.98892720422
682,122084.44081139426
2698,107549.33748150157
494,191923.77266958088
214,103167.86428675421
2441,248613.33567268838
2679,98484.20247647414
1336,122631.39963995994
465,194865.27128558405
1524,120894.34330930976
2543,115080.30178839654
631,122574.71379911705
2452,308973.5351430275
228,168035.95195369644
126,152169.9116693518
1092,227828.43442702192
1122,195136.72991544564
932,182889.05097715824
1980,90038.78681380546
2171,106047.76774041988
551,153020.9608368427
2768,167569.2468540356
2056,116746.59427420353
1159,345963.3977066865
2645,106425.58737847202
1174,175932.7456960729
2266,225297.02146029525
2462,441864.8543222966
1219,148365.08899873483
2922,187717.04122595006
118,131572.17944861195
474,186048.14549641102
2576,140914.31533671074
872,287098.5822461816
1077,231341.85679563912
1536,140277.10609419676
1150,120480.62905456564
2341,340218.76871689665
1931,155997.98171107328
2785,130110.7144980235
2538,126867.65843671667
597,208790.94873817638
464,214941.393260506
233,204194.5811829821
2169,133691.99422673145
2123,175860.48068797658
1867,152416.17401465905
137,243572.3012877859
515,232964.35811356685
933,138990.02106974472
2784,168639.03885058878
972,162735.3009732438
599,154990.9014991887
2614,129835.35725458016
2582,152441.39593965746
1409,145858.68518166398
175,96081.88150686763
352,220663.8473836372
976,103928.29910075215
2134,194175.56682440577
984,118645.69777108029
2396,464161.96618695644
1673,152024.11997068473
404,129050.68838110151
607,154970.18865442107
814,156462.9258580618
868,192162.5158794602
2271,183385.32550955273
1633,231769.85886066008
337,177073.13693438805
2765,153512.3313642885
1746,261405.65590256147
368,294575.7692455879
2806,202128.40893686784
1662,176512.66767434464
1234,200746.76976190592
1373,129574.1028654452
1672,107982.50315342563
1939,124654.15095909082
